transcript_id,sprot_Top_BLASTX_hit,RNAMMER,prot_id,prot_coords,sprot_Top_BLASTP_hit,Pfam,SignalP,TmHMM,eggnog,Kegg,gene_ontology_blast,gene_ontology_pfam
NODE_71523_length_226_cov_1.35673_g64303_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_71673_length_225_cov_7.91765_g64453_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_71691_length_225_cov_3.49412_g64471_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_7201_length_2460_cov_27.5019_g4409_i1,.,.,.,.,.,.,.,.,.,.,.,.
NODE_7202_length_2460_cov_18.6383_g5106_i0,.,.,NODE_7202_length_2460_cov_18.6383_g5106_i0.p1,77-403[+],.,.,.,ExpAA=22.84^PredHel=1^Topology=o6-28i,.,.,.,.
NODE_72166_length_224_cov_2.59172_g64946_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_7221_length_2457_cov_2.51166_g5118_i0,"PEAM3_ARATH^PEAM3_ARATH^Q:2455-1967,H:268-425^34.356%ID^E:7.75e-17^RecName: Full=Phosphoethanolamine N-methyltransferase 3;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis",.,NODE_7221_length_2457_cov_2.51166_g5118_i0.p4,468-776[+],.,.,.,.,.,.,.,.
NODE_73034_length_222_cov_4.21557_g65814_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_73199_length_222_cov_1.7006_g65979_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_7320_length_2441_cov_27.5105_g5183_i0,"PERC_ANOGA^PERC_ANOGA^Q:1610-54,H:250-764^38.491%ID^E:2e-96^RecName: Full=Chorion peroxidase;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Nematocera; Culicoidea; Culicidae; Anophelinae; Anopheles",.,NODE_7320_length_2441_cov_27.5105_g5183_i0.p1,42-2441[-],"PERO_DROME^PERO_DROME^Q:276-797,H:149-674^37.127%ID^E:3.8e-97^RecName: Full=Peroxidase;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora",PF03098.15^An_peroxidase^Animal haem peroxidase^174-220^E:2.5e-08`PF03098.15^An_peroxidase^Animal haem peroxidase^270-774^E:4.2e-171,.,ExpAA=19.26^PredHel=1^Topology=i27-49o,ENOG410XPZ3^prostaglandin G H synthase and cyclooxygenase,KEGG:dme:Dmel_CG3477`KO:K19511,GO:0042600^cellular_component^chorion`GO:0005576^cellular_component^extracellular region`GO:0020037^molecular_function^heme binding`GO:0046872^molecular_function^metal ion binding`GO:0004601^molecular_function^peroxidase activity`GO:0007306^biological_process^eggshell chorion assembly`GO:0042744^biological_process^hydrogen peroxide catabolic process`GO:0006979^biological_process^response to oxidative stress,.
NODE_7351_length_2437_cov_1.12259_g5211_i0,"ACE_MESAU^ACE_MESAU^Q:2279-501,H:43-629^43.167%ID^E:1.61e-162^RecName: Full=Angiotensin-converting enzyme;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Cricetinae; Mesocricetus`ACE_MESAU^ACE_MESAU^Q:2270-501,H:652-1227^41.963%ID^E:4.59e-157^RecName: Full=Angiotensin-converting enzyme;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Cricetinae; Mesocricetus",.,NODE_7351_length_2437_cov_1.12259_g5211_i0.p1,255-2405[-],"ACE_MESAU^ACE_MESAU^Q:54-635,H:57-629^43.515%ID^E:6.74e-164^RecName: Full=Angiotensin-converting enzyme;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Cricetinae; Mesocricetus`ACE_MESAU^ACE_MESAU^Q:46-635,H:652-1227^41.963%ID^E:2.67e-158^RecName: Full=Angiotensin-converting enzyme;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Cricetinae; Mesocricetus",PF01401.18^Peptidase_M2^Angiotensin-converting enzyme^45-635^E:8.4e-209`PF00008.27^EGF^EGF-like domain^647-676^E:2.4e-07`PF12661.7^hEGF^Human growth factor-like EGF^652-673^E:0.0017,sigP:1^30^0.791^YES,ExpAA=27.88^PredHel=1^Topology=o689-711i,.,.,GO:0005737^cellular_component^cytoplasm`GO:0005576^cellular_component^extracellular region`GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0004180^molecular_function^carboxypeptidase activity`GO:0046872^molecular_function^metal ion binding`GO:0008237^molecular_function^metallopeptidase activity`GO:0008241^molecular_function^peptidyl-dipeptidase activity,GO:0008237^molecular_function^metallopeptidase activity`GO:0008241^molecular_function^peptidyl-dipeptidase activity`GO:0006508^biological_process^proteolysis`GO:0016020^cellular_component^membrane
NODE_7374_length_2433_cov_158.08_g5227_i0,"BIP_CHICK^BIP_CHICK^Q:1934-42,H:18-652^77.953%ID^E:0^RecName: Full=Endoplasmic reticulum chaperone BiP {ECO:0000250|UniProtKB:P11021};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Phasianinae; Gallus",.,NODE_7374_length_2433_cov_158.08_g5227_i0.p1,39-1988[-],"BIP_CHICK^BIP_CHICK^Q:19-649,H:18-652^78.583%ID^E:0^RecName: Full=Endoplasmic reticulum chaperone BiP {ECO:0000250|UniProtKB:P11021};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Phasianinae; Gallus",PF00012.20^HSP70^Hsp70 protein^29-634^E:2.3e-259`PF06723.13^MreB_Mbl^MreB/Mbl protein^145-397^E:4.6e-17,sigP:1^17^0.766^YES,.,COG0443^Heat shock protein,KEGG:gga:396487`KO:K09490,"GO:0005737^cellular_component^cytoplasm`GO:0034663^cellular_component^endoplasmic reticulum chaperone complex`GO:0005788^cellular_component^endoplasmic reticulum lumen`GO:0016020^cellular_component^membrane`GO:0005634^cellular_component^nucleus`GO:0005524^molecular_function^ATP binding`GO:0016887^molecular_function^ATPase activity`GO:0042623^molecular_function^ATPase activity, coupled`GO:0031072^molecular_function^heat shock protein binding`GO:0051787^molecular_function^misfolded protein binding`GO:0044183^molecular_function^protein folding chaperone`GO:0051082^molecular_function^unfolded protein binding`GO:0034605^biological_process^cellular response to heat`GO:0034620^biological_process^cellular response to unfolded protein`GO:0051085^biological_process^chaperone cofactor-dependent protein refolding`GO:0030968^biological_process^endoplasmic reticulum unfolded protein response`GO:1903895^biological_process^negative regulation of IRE1-mediated unfolded protein response`GO:0090074^biological_process^negative regulation of protein homodimerization activity`GO:0042026^biological_process^protein refolding`GO:0006986^biological_process^response to unfolded protein`GO:0030433^biological_process^ubiquitin-dependent ERAD pathway",GO:0000902^biological_process^cell morphogenesis
NODE_73957_length_221_cov_0.951807_g66737_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_74011_length_220_cov_5.20606_g66791_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_74054_length_220_cov_2.95152_g66834_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_74535_length_219_cov_861.323_g67315_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_74635_length_219_cov_2.17073_g67415_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_7474_length_2414_cov_114.526_g5299_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_75548_length_217_cov_4.45679_g68328_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_75861_length_217_cov_1.38889_g68641_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_7605_length_2391_cov_0.186216_g5381_i0,"S18B1_MOUSE^S18B1_MOUSE^Q:2151-1018,H:25-407^27.525%ID^E:1.9e-20^RecName: Full=MFS-type transporter SLC18B1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus",.,NODE_7605_length_2391_cov_0.186216_g5381_i0.p1,907-2190[-],"S18B1_MOUSE^S18B1_MOUSE^Q:33-391,H:46-407^27.733%ID^E:6.68e-26^RecName: Full=MFS-type transporter SLC18B1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus",PF07690.16^MFS_1^Major Facilitator Superfamily^28-246^E:6.5e-19`PF07690.16^MFS_1^Major Facilitator Superfamily^251-413^E:3e-11,.,ExpAA=251.35^PredHel=12^Topology=i20-42o57-79i86-105o110-132i152-174o179-201i225-247o257-279i292-314o319-341i362-384o394-416i,"ENOG410XYVZ^solute carrier family 18, subfamily B, member 1",.,GO:0016021^cellular_component^integral component of membrane`GO:0055085^biological_process^transmembrane transport,GO:0055085^biological_process^transmembrane transport`GO:0016021^cellular_component^integral component of membrane
NODE_76081_length_216_cov_171.584_g68861_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_7650_length_2382_cov_0.206274_g5409_i0,"GLBL2_HUMAN^GLBL2_HUMAN^Q:394-1671,H:46-448^43.823%ID^E:2.58e-100^RecName: Full=Beta-galactosidase-1-like protein 2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`GLBL2_HUMAN^GLBL2_HUMAN^Q:1877-2251,H:506-630^40.945%ID^E:5.32e-18^RecName: Full=Beta-galactosidase-1-like protein 2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo",.,NODE_7650_length_2382_cov_0.206274_g5409_i0.p1,208-1875[+],"GLBL3_HUMAN^GLBL3_HUMAN^Q:70-542,H:79-517^40.252%ID^E:7.08e-106^RecName: Full=Beta-galactosidase-1-like protein 3;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo",PF01301.19^Glyco_hydro_35^Glycosyl hydrolases family 35^71-393^E:7.1e-100`PF02449.15^Glyco_hydro_42^Beta-galactosidase^88-238^E:1.2e-13,.,ExpAA=21.71^PredHel=1^Topology=i13-35o,COG1874^beta-galactosidase,KEGG:hsa:112937,GO:0005773^cellular_component^vacuole`GO:0004565^molecular_function^beta-galactosidase activity`GO:0005975^biological_process^carbohydrate metabolic process,GO:0004565^molecular_function^beta-galactosidase activity`GO:0005975^biological_process^carbohydrate metabolic process`GO:0009341^cellular_component^beta-galactosidase complex
NODE_76799_length_215_cov_1.6875_g69579_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_77125_length_214_cov_23.4528_g69905_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_77187_length_214_cov_2.71698_g69967_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_77224_length_214_cov_2.33333_g70004_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_7735_length_2370_cov_8.29633_g5461_i0,"SETMR_HUMAN^SETMR_HUMAN^Q:1902-1513,H:372-494^31.538%ID^E:2.07e-11^RecName: Full=Histone-lysine N-methyltransferase SETMAR {ECO:0000305};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`SETMR_HUMAN^SETMR_HUMAN^Q:1490-1341,H:503-552^26%ID^E:2.07e-11^RecName: Full=Histone-lysine N-methyltransferase SETMAR {ECO:0000305};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo",.,.,.,.,.,.,.,COG2940^Histone-lysine N-methyltransferase,KEGG:hsa:6419`KO:K11433,"GO:0005730^cellular_component^nucleolus`GO:0005634^cellular_component^nucleus`GO:0035861^cellular_component^site of double-strand break`GO:0003677^molecular_function^DNA binding`GO:0044547^molecular_function^DNA topoisomerase binding`GO:0003690^molecular_function^double-stranded DNA binding`GO:0004519^molecular_function^endonuclease activity`GO:0046975^molecular_function^histone methyltransferase activity (H3-K36 specific)`GO:0042800^molecular_function^histone methyltransferase activity (H3-K4 specific)`GO:0042803^molecular_function^protein homodimerization activity`GO:0003697^molecular_function^single-stranded DNA binding`GO:0000014^molecular_function^single-stranded DNA endodeoxyribonuclease activity`GO:0008270^molecular_function^zinc ion binding`GO:0008283^biological_process^cell population proliferation`GO:0000737^biological_process^DNA catabolic process, endonucleolytic`GO:0000729^biological_process^DNA double-strand break processing`GO:0015074^biological_process^DNA integration`GO:0006303^biological_process^double-strand break repair via nonhomologous end joining`GO:0097676^biological_process^histone H3-K36 dimethylation`GO:0010452^biological_process^histone H3-K36 methylation`GO:0051568^biological_process^histone H3-K4 methylation`GO:0044774^biological_process^mitotic DNA integrity checkpoint`GO:0071157^biological_process^negative regulation of cell cycle arrest`GO:2001251^biological_process^negative regulation of chromosome organization`GO:0090305^biological_process^nucleic acid phosphodiester bond hydrolysis`GO:2000373^biological_process^positive regulation of DNA topoisomerase (ATP-hydrolyzing) activity`GO:2001034^biological_process^positive regulation of double-strand break repair via nonhomologous end joining`GO:0031297^biological_process^replication fork processing",.
NODE_7740_length_2370_cov_0.488121_g5465_i0,"NPHN_RAT^NPHN_RAT^Q:525-1592,H:267-632^25.066%ID^E:2.14e-17^RecName: Full=Nephrin;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus`NPHN_RAT^NPHN_RAT^Q:987-1898,H:724-1034^26.235%ID^E:2.9e-09^RecName: Full=Nephrin;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus`NPHN_RAT^NPHN_RAT^Q:534-1505,H:366-701^22.599%ID^E:2.43e-06^RecName: Full=Nephrin;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus",28s_rRNA^1009-2370,NODE_7740_length_2370_cov_0.488121_g5465_i0.p1,3-2324[+],"KIRR3_HUMAN^KIRR3_HUMAN^Q:128-571,H:120-526^24.289%ID^E:8.96e-20^RecName: Full=Kin of IRRE-like protein 3;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo",PF13927.6^Ig_3^Immunoglobulin domain^177-244^E:3.7e-08`PF07679.16^I-set^Immunoglobulin I-set domain^177-256^E:7.6e-06`PF13895.6^Ig_2^Immunoglobulin domain^177-253^E:6.6e-07`PF00047.25^ig^Immunoglobulin domain^178-253^E:7.6e-05`PF08205.12^C2-set_2^CD80-like C2-set immunoglobulin domain^271-347^E:2.3e-09`PF07679.16^I-set^Immunoglobulin I-set domain^373-456^E:2e-09`PF13927.6^Ig_3^Immunoglobulin domain^374-442^E:3.7e-08,.,ExpAA=33.23^PredHel=1^Topology=o662-684i,ENOG410XPX0^Kin of IRRE like,KEGG:hsa:84623,GO:0030424^cellular_component^axon`GO:0030425^cellular_component^dendrite`GO:0043198^cellular_component^dendritic shaft`GO:0005576^cellular_component^extracellular region`GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0072102^biological_process^glomerulus morphogenesis`GO:0030097^biological_process^hemopoiesis`GO:0021766^biological_process^hippocampus development`GO:0007156^biological_process^homophilic cell adhesion via plasma membrane adhesion molecules`GO:0002121^biological_process^inter-male aggressive behavior`GO:0001764^biological_process^neuron migration`GO:0048812^biological_process^neuron projection morphogenesis`GO:0021740^biological_process^principal sensory nucleus of trigeminal nerve development`GO:0007416^biological_process^synapse assembly,.
NODE_7825_length_2355_cov_46.2917_g5525_i0,"ADT1_CAEEL^ADT1_CAEEL^Q:694-1584,H:235-537^33.333%ID^E:1.53e-34^RecName: Full=A disintegrin and metalloproteinase with thrombospondin motifs adt-1 {ECO:0000305};^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis",.,NODE_7825_length_2355_cov_46.2917_g5525_i0.p1,247-2244[+],"ADT1_CAEEL^ADT1_CAEEL^Q:150-446,H:235-537^33.856%ID^E:2.5e-39^RecName: Full=A disintegrin and metalloproteinase with thrombospondin motifs adt-1 {ECO:0000305};^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis",PF01562.19^Pep_M12B_propep^Reprolysin family propeptide^9-100^E:5.8e-08`PF01421.19^Reprolysin^Reprolysin (M12B) family zinc metalloprotease^151-352^E:2.2e-18`PF13688.6^Reprolysin_5^Metallo-peptidase family M12^155-337^E:1.6e-09`PF13583.6^Reprolysin_4^Metallo-peptidase family M12B Reprolysin-like^161-321^E:5.8e-06`PF13582.6^Reprolysin_3^Metallo-peptidase family M12B Reprolysin-like^184-313^E:2.1e-10`PF17771.1^ADAM_CR_2^ADAM cysteine-rich domain^378-442^E:2.1e-14,.,.,ENOG41104P0^Thrombospondin type 1 domain,KEGG:cel:CELE_C02B4.1,GO:0005576^cellular_component^extracellular region`GO:0046872^molecular_function^metal ion binding`GO:0004222^molecular_function^metalloendopeptidase activity,GO:0004222^molecular_function^metalloendopeptidase activity`GO:0006508^biological_process^proteolysis
NODE_7847_length_2350_cov_48.4667_g1352_i1,.,.,NODE_7847_length_2350_cov_48.4667_g1352_i1.p1,1574-2350[-],"CO4A2_ASCSU^CO4A2_ASCSU^Q:72-236,H:1178-1362^34.054%ID^E:5.32e-11^RecName: Full=Collagen alpha-2(IV) chain;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Spirurina; Ascaridomorpha; Ascaridoidea; Ascarididae; Ascaris`CO4A2_ASCSU^CO4A2_ASCSU^Q:72-231,H:1115-1278^36.145%ID^E:5.91e-10^RecName: Full=Collagen alpha-2(IV) chain;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Spirurina; Ascaridomorpha; Ascaridoidea; Ascarididae; Ascaris`CO4A2_ASCSU^CO4A2_ASCSU^Q:75-236,H:1106-1261^33.333%ID^E:3.25e-07^RecName: Full=Collagen alpha-2(IV) chain;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Spirurina; Ascaridomorpha; Ascaridoidea; Ascarididae; Ascaris`CO4A2_ASCSU^CO4A2_ASCSU^Q:99-236,H:1073-1192^34.058%ID^E:1.11e-06^RecName: Full=Collagen alpha-2(IV) chain;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Spirurina; Ascaridomorpha; Ascaridoidea; Ascarididae; Ascaris`CO4A2_ASCSU^CO4A2_ASCSU^Q:72-236,H:1247-1413^33.526%ID^E:3e-06^RecName: Full=Collagen alpha-2(IV) chain;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Spirurina; Ascaridomorpha; Ascaridoidea; Ascarididae; Ascaris",PF01391.18^Collagen^Collagen triple helix repeat (20 copies)^99-157^E:1.3e-08,.,ExpAA=19.00^PredHel=1^Topology=i21-38o,.,.,GO:0005604^cellular_component^basement membrane`GO:0005581^cellular_component^collagen trimer`GO:0005201^molecular_function^extracellular matrix structural constituent,.
NODE_7857_length_2349_cov_3.74804_g5545_i0,.,.,NODE_7857_length_2349_cov_3.74804_g5545_i0.p1,97-999[+],.,.,.,ExpAA=17.24^PredHel=1^Topology=i12-29o,.,.,.,.
NODE_78651_length_212_cov_0.968153_g71431_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_78703_length_211_cov_15.1795_g71483_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_789_length_5218_cov_80.4069_g547_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_79560_length_210_cov_1.6_g72340_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_7957_length_2331_cov_66.6318_g5617_i0,"NEC1_HUMAN^NEC1_HUMAN^Q:139-1920,H:30-607^53.512%ID^E:0^RecName: Full=Neuroendocrine convertase 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo",.,NODE_7957_length_2331_cov_66.6318_g5617_i0.p1,55-2331[+],"NEC1_RAT^NEC1_RAT^Q:4-622,H:15-607^52.894%ID^E:0^RecName: Full=Neuroendocrine convertase 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus",PF16470.5^S8_pro-domain^Peptidase S8 pro-domain^33-109^E:5.4e-15`PF00082.22^Peptidase_S8^Subtilase family^170-430^E:1.2e-44`PF01483.20^P_proprotein^Proprotein convertase P-domain^520-605^E:1.2e-24,sigP:1^16^0.91^YES,.,"COG1404^peptidase (S8 and S53, subtilisin, kexin, sedolisin`COG4935^proprotein convertase subtilisin kexin type",KEGG:rno:25204`KO:K01359,GO:0043679^cellular_component^axon terminus`GO:0030425^cellular_component^dendrite`GO:0005615^cellular_component^extracellular space`GO:0016020^cellular_component^membrane`GO:0043005^cellular_component^neuron projection`GO:0043025^cellular_component^neuronal cell body`GO:0043204^cellular_component^perikaryon`GO:0048471^cellular_component^perinuclear region of cytoplasm`GO:0005791^cellular_component^rough endoplasmic reticulum`GO:0030141^cellular_component^secretory granule`GO:0034774^cellular_component^secretory granule lumen`GO:0005802^cellular_component^trans-Golgi network`GO:0030133^cellular_component^transport vesicle`GO:0051087^molecular_function^chaperone binding`GO:0004175^molecular_function^endopeptidase activity`GO:0043559^molecular_function^insulin binding`GO:0044877^molecular_function^protein-containing complex binding`GO:0004252^molecular_function^serine-type endopeptidase activity`GO:0022008^biological_process^neurogenesis`GO:0031016^biological_process^pancreas development`GO:0016486^biological_process^peptide hormone processing`GO:0021983^biological_process^pituitary gland development`GO:0050714^biological_process^positive regulation of protein secretion`GO:0016540^biological_process^protein autoprocessing`GO:0016485^biological_process^protein processing`GO:0006508^biological_process^proteolysis`GO:0048678^biological_process^response to axon injury`GO:0051592^biological_process^response to calcium ion`GO:0010157^biological_process^response to chlorate`GO:0042493^biological_process^response to drug`GO:0070542^biological_process^response to fatty acid`GO:0051384^biological_process^response to glucocorticoid`GO:0009749^biological_process^response to glucose`GO:0010035^biological_process^response to inorganic substance`GO:0070555^biological_process^response to interleukin-1`GO:0032496^biological_process^response to lipopolysaccharide`GO:0043278^biological_process^response to morphine`GO:0031667^biological_process^response to nutrient levels`GO:0014070^biological_process^response to organic cyclic compound`GO:0043434^biological_process^response to peptide hormone,GO:0004252^molecular_function^serine-type endopeptidase activity`GO:0006508^biological_process^proteolysis
NODE_80494_length_208_cov_130.314_g73274_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_8053_length_2314_cov_28.6844_g5687_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_8056_length_2314_cov_2.39885_g5689_i0,.,.,NODE_8056_length_2314_cov_2.39885_g5689_i0.p1,55-828[+],"CLRN2_HUMAN^CLRN2_HUMAN^Q:139-233,H:115-210^33.333%ID^E:9.81e-06^RecName: Full=Clarin-2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo",.,.,ExpAA=90.66^PredHel=4^Topology=i7-29o126-148i161-183o209-231i,ENOG410ZF1W^clarin 2,KEGG:hsa:645104,GO:0016021^cellular_component^integral component of membrane,.
NODE_81318_length_207_cov_1.77632_g74098_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_8163_length_2298_cov_2.49131_g5773_i0,"CHSTF_MOUSE^CHSTF_MOUSE^Q:343-1368,H:249-558^29.769%ID^E:6.19e-33^RecName: Full=Carbohydrate sulfotransferase 15;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus",.,NODE_8163_length_2298_cov_2.49131_g5773_i0.p1,103-1380[+],"CHSTF_MOUSE^CHSTF_MOUSE^Q:81-422,H:249-558^29.769%ID^E:1.97e-34^RecName: Full=Carbohydrate sulfotransferase 15;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus",PF13469.6^Sulfotransfer_3^Sulfotransferase family^88-290^E:4.9e-09`PF00685.27^Sulfotransfer_1^Sulfotransferase domain^229-390^E:2.4e-07,.,.,ENOG410XSMU^Carbohydrate (N-acetylgalactosamine 4-sulfate 6-O) sulfotransferase 15,KEGG:mmu:77590`KO:K08106,GO:0000139^cellular_component^Golgi membrane`GO:0016021^cellular_component^integral component of membrane`GO:0050656^molecular_function^3'-phosphoadenosine 5'-phosphosulfate binding`GO:0050659^molecular_function^N-acetylgalactosamine 4-sulfate 6-O-sulfotransferase activity`GO:0019319^biological_process^hexose biosynthetic process,GO:0008146^molecular_function^sulfotransferase activity
